Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,state_code,Prof_Cat
Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,146.86,7,0.0,70.49,MI,Profit
Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,36.56,4,0.0,18.28,MI,Profit
Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,225.58,3,0.2,22.56,CA,Profit
Standard Class,Consumer,Springfield,Oregon,West,Office Supplies,Art,5.25,2,0.2,0.46,OR,Profit
Standard Class,Consumer,Springfield,Oregon,West,Office Supplies,Art,38.26,3,0.2,4.78,OR,Profit
Standard Class,Consumer,Springfield,Oregon,West,Office Supplies,Paper,40.24,5,0.2,13.08,OR,Profit
Standard Class,Consumer,Springfield,Oregon,West,Technology,Machines,29.92,5,0.7,-21.94,OR,Loss
Standard Class,Consumer,Springfield,Oregon,West,Office Supplies,Paper,148.7,6,0.2,46.47,OR,Profit
Standard Class,Consumer,Springfield,Oregon,West,Technology,Accessories,55.92,10,0.2,16.78,OR,Profit
Standard Class,Corporate,Providence,Rhode Island,East,Office Supplies,Paper,12.96,2,0.0,6.22,RI,Profit
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,25.18,3,0.6,-33.36,IL,Loss
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,5.58,2,0.6,-1.68,IL,Loss
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,1297.37,9,0.2,97.3,IL,Profit
First Class,Consumer,Dallas,Texas,Central,Office Supplies,Storage,264.32,2,0.2,19.82,TX,Profit
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,22.96,7,0.0,6.66,CA,Profit
First Class,Consumer,Moreno Valley,California,West,Office Supplies,Paper,19.44,3,0.0,9.33,CA,Profit
First Class,Consumer,Garden City,Kansas,Central,Office Supplies,Paper,9.54,2,0.0,4.29,KS,Profit
First Class,Consumer,Garden City,Kansas,Central,Office Supplies,Fasteners,5.81,1,0.0,1.8,KS,Profit
First Class,Consumer,Garden City,Kansas,Central,Office Supplies,Art,5.76,2,0.0,1.73,KS,Profit
Second Class,Consumer,New York City,New York,East,Furniture,Furnishings,14.91,3,0.0,4.62,NY,Profit
Standard Class,Corporate,Orlando,Florida,South,Office Supplies,Binders,6.64,9,0.7,-4.43,FL,Loss
Standard Class,Consumer,Watertown,New York,East,Office Supplies,Paper,18.54,2,0.0,8.71,NY,Profit
Standard Class,Consumer,Watertown,New York,East,Office Supplies,Binders,679.96,5,0.2,220.99,NY,Profit
First Class,Corporate,Los Angeles,California,West,Furniture,Tables,189.58,1,0.2,9.48,CA,Profit
First Class,Corporate,Los Angeles,California,West,Technology,Phones,71.96,5,0.2,7.2,CA,Profit
Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,539.92,5,0.2,47.24,CA,Profit
Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,725.34,4,0.2,54.4,CA,Profit
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Art,7.44,3,0.0,2.6,CA,Profit
Standard Class,Home Office,Newark,Delaware,East,Office Supplies,Appliances,39.48,1,0.0,11.05,DE,Profit
Second Class,Home Office,Detroit,Michigan,Central,Office Supplies,Appliances,850.5,5,0.1,245.7,MI,Profit
Second Class,Home Office,Detroit,Michigan,Central,Furniture,Furnishings,75.33,9,0.0,19.59,MI,Profit
Second Class,Corporate,Phoenix,Arizona,West,Office Supplies,Appliances,325.63,6,0.2,28.49,AZ,Profit
Second Class,Corporate,Phoenix,Arizona,West,Technology,Accessories,23.34,2,0.2,-1.46,AZ,Loss
Second Class,Corporate,Phoenix,Arizona,West,Office Supplies,Labels,16.52,5,0.2,5.37,AZ,Profit
First Class,Home Office,Brownsville,Texas,Central,Office Supplies,Envelopes,335.72,5,0.2,113.31,TX,Profit
First Class,Home Office,Brownsville,Texas,Central,Technology,Phones,251.94,7,0.2,88.18,TX,Profit
First Class,Home Office,Brownsville,Texas,Central,Furniture,Chairs,127.3,7,0.3,-9.09,TX,Loss
Second Class,Consumer,Louisville,Kentucky,South,Furniture,Chairs,1207.84,8,0.0,314.04,KY,Profit
Second Class,Consumer,Louisville,Kentucky,South,Office Supplies,Binders,12.53,1,0.0,5.89,KY,Profit
Second Class,Consumer,Louisville,Kentucky,South,Office Supplies,Art,34.58,1,0.0,10.03,KY,Profit
Second Class,Consumer,Louisville,Kentucky,South,Furniture,Chairs,300.98,1,0.0,87.28,KY,Profit
Second Class,Consumer,Louisville,Kentucky,South,Furniture,Chairs,258.75,3,0.0,77.62,KY,Profit
Standard Class,Corporate,Newark,Delaware,East,Office Supplies,Art,59.52,3,0.0,15.48,DE,Profit
Standard Class,Corporate,Newark,Delaware,East,Office Supplies,Envelopes,57.96,7,0.0,27.24,DE,Profit
Standard Class,Corporate,Newark,Delaware,East,Furniture,Bookcases,441.96,2,0.0,101.65,DE,Profit
Standard Class,Corporate,Newark,Delaware,East,Office Supplies,Paper,68.04,6,0.0,33.34,DE,Profit
First Class,Home Office,Pueblo,Colorado,West,Technology,Machines,703.71,6,0.7,-938.28,CO,Loss
First Class,Home Office,Pueblo,Colorado,West,Office Supplies,Binders,17.9,4,0.7,-14.92,CO,Loss
First Class,Home Office,Pueblo,Colorado,West,Office Supplies,Binders,11.98,4,0.7,-9.18,CO,Loss
First Class,Home Office,Pueblo,Colorado,West,Technology,Accessories,67.96,5,0.2,0.85,CO,Profit
Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,892.22,3,0.2,89.22,CA,Profit
Standard Class,Consumer,Greenville,North Carolina,South,Technology,Machines,1299.99,2,0.5,-572.0,NC,Loss
First Class,Corporate,San Francisco,California,West,Office Supplies,Binders,4.54,2,0.2,1.65,CA,Profit
First Class,Corporate,San Francisco,California,West,Furniture,Chairs,1352.03,4,0.2,84.5,CA,Profit
Standard Class,Corporate,Marion,Ohio,East,Furniture,Tables,1548.99,9,0.4,-464.7,OH,Loss
Standard Class,Corporate,Marion,Ohio,East,Office Supplies,Envelopes,19.87,3,0.2,6.71,OH,Profit
First Class,Consumer,Dallas,Texas,Central,Technology,Accessories,119.45,3,0.2,-13.44,TX,Loss
First Class,Consumer,Dallas,Texas,Central,Office Supplies,Storage,118.16,2,0.2,-25.11,TX,Loss
Standard Class,Corporate,Huntsville,Alabama,South,Office Supplies,Art,19.56,4,0.0,5.48,AL,Profit
Second Class,Consumer,Las Vegas,Nevada,West,Furniture,Furnishings,80.96,4,0.0,29.15,NV,Profit
Second Class,Consumer,Las Vegas,Nevada,West,Office Supplies,Paper,25.92,4,0.0,12.44,NV,Profit
Same Day,Home Office,Los Angeles,California,West,Office Supplies,Appliances,106.96,2,0.0,31.02,CA,Profit
Same Day,Home Office,Los Angeles,California,West,Furniture,Furnishings,187.76,4,0.0,76.98,CA,Profit
First Class,Home Office,Lakewood,Ohio,East,Office Supplies,Binders,76.78,4,0.7,-53.74,OH,Loss
Standard Class,Corporate,Fremont,Nebraska,Central,Office Supplies,Binders,53.9,5,0.0,25.87,NE,Profit
Standard Class,Consumer,Huntsville,Texas,Central,Furniture,Furnishings,76.73,3,0.6,-53.71,TX,Loss
Standard Class,Consumer,Huntsville,Texas,Central,Office Supplies,Binders,10.43,7,0.8,-18.25,TX,Loss
First Class,Consumer,Los Angeles,California,West,Office Supplies,Art,99.2,5,0.0,25.79,CA,Profit
Standard Class,Consumer,Asheville,North Carolina,South,Office Supplies,Art,15.92,5,0.2,2.79,NC,Profit
Standard Class,Corporate,Bossier City,Louisiana,South,Furniture,Furnishings,129.92,4,0.0,10.39,LA,Profit
Standard Class,Home Office,Providence,Rhode Island,East,Office Supplies,Binders,30.4,1,0.0,13.98,RI,Profit
Standard Class,Home Office,Providence,Rhode Island,East,Technology,Copiers,5399.91,9,0.0,2591.96,RI,Profit
Standard Class,Home Office,Providence,Rhode Island,East,Office Supplies,Storage,119.1,3,0.0,34.54,RI,Profit
Second Class,Home Office,Everett,Massachusetts,East,Office Supplies,Paper,40.08,6,0.0,19.24,MA,Profit
Second Class,Home Office,Everett,Massachusetts,East,Office Supplies,Paper,59.94,3,0.0,28.17,MA,Profit
Second Class,Home Office,Everett,Massachusetts,East,Technology,Accessories,259.98,2,0.0,88.39,MA,Profit
Second Class,Home Office,Everett,Massachusetts,East,Furniture,Bookcases,170.98,1,0.0,32.49,MA,Profit
Second Class,Home Office,Everett,Massachusetts,East,Furniture,Furnishings,38.97,3,0.0,4.68,MA,Profit
Second Class,Home Office,Everett,Massachusetts,East,Office Supplies,Paper,154.9,5,0.0,69.7,MA,Profit
Second Class,Home Office,Everett,Massachusetts,East,Furniture,Tables,446.07,4,0.3,0.0,MA,Profit
Second Class,Consumer,Rancho Cucamonga,California,West,Office Supplies,Appliances,152.94,3,0.0,41.29,CA,Profit
Same Day,Consumer,Charlotte,North Carolina,South,Technology,Accessories,23.47,3,0.2,4.99,NC,Profit
Standard Class,Home Office,Providence,Rhode Island,East,Office Supplies,Paper,195.64,4,0.0,91.95,RI,Profit
Standard Class,Home Office,Providence,Rhode Island,East,Office Supplies,Paper,14.94,3,0.0,7.02,RI,Profit
Standard Class,Home Office,Providence,Rhode Island,East,Technology,Accessories,1687.8,4,0.0,742.63,RI,Profit
Standard Class,Home Office,Providence,Rhode Island,East,Furniture,Bookcases,341.96,2,0.0,78.65,RI,Profit
Standard Class,Home Office,Providence,Rhode Island,East,Furniture,Chairs,605.88,6,0.0,151.47,RI,Profit
First Class,Home Office,Midland,Michigan,Central,Office Supplies,Appliances,186.73,1,0.1,41.5,MI,Profit
First Class,Home Office,Midland,Michigan,Central,Office Supplies,Binders,3812.97,3,0.0,1906.48,MI,Profit
Standard Class,Consumer,Rochester,New York,East,Office Supplies,Binders,26.42,9,0.2,9.58,NY,Profit
Standard Class,Consumer,Rochester,New York,East,Technology,Phones,625.99,1,0.0,187.8,NY,Profit
Standard Class,Corporate,Jackson,Michigan,Central,Furniture,Tables,1568.61,9,0.0,329.41,MI,Profit
Standard Class,Corporate,Jackson,Michigan,Central,Office Supplies,Binders,17.3,1,0.0,8.3,MI,Profit
Standard Class,Corporate,Jackson,Michigan,Central,Technology,Accessories,160.0,8,0.0,62.4,MI,Profit
First Class,Corporate,Suffolk,Virginia,South,Office Supplies,Appliances,179.94,3,0.0,50.38,VA,Profit
First Class,Corporate,Suffolk,Virginia,South,Furniture,Tables,872.94,3,0.0,157.13,VA,Profit
First Class,Corporate,Suffolk,Virginia,South,Office Supplies,Paper,12.96,2,0.0,6.22,VA,Profit
Standard Class,Consumer,Brentwood,California,West,Office Supplies,Labels,88.8,6,0.0,44.4,CA,Profit
Standard Class,Consumer,Brentwood,California,West,Technology,Phones,319.97,4,0.2,36.0,CA,Profit
Same Day,Consumer,Seattle,Washington,West,Furniture,Chairs,167.89,7,0.2,14.69,WA,Profit
First Class,Home Office,Houston,Texas,Central,Office Supplies,Paper,163.96,5,0.2,59.44,TX,Profit
First Class,Home Office,Houston,Texas,Central,Office Supplies,Binders,5.23,4,0.8,-8.11,TX,Loss
Standard Class,Home Office,Lawrence,Massachusetts,East,Technology,Copiers,1199.98,2,0.0,467.99,MA,Profit
Standard Class,Home Office,Lawrence,Massachusetts,East,Office Supplies,Storage,73.85,1,0.0,2.22,MA,Profit
Standard Class,Home Office,Lawrence,Massachusetts,East,Office Supplies,Supplies,25.71,3,0.0,6.68,MA,Profit
Standard Class,Home Office,Lawrence,Massachusetts,East,Office Supplies,Fasteners,17.28,6,0.0,8.12,MA,Profit
Standard Class,Home Office,Lawrence,Massachusetts,East,Furniture,Tables,526.58,2,0.3,-52.66,MA,Loss
Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Paper,11.56,2,0.0,5.66,MI,Profit
Standard Class,Consumer,Detroit,Michigan,Central,Technology,Phones,209.97,3,0.0,58.79,MI,Profit
Standard Class,Consumer,Detroit,Michigan,Central,Furniture,Tables,447.84,4,0.0,98.52,MI,Profit
Standard Class,Consumer,Detroit,Michigan,Central,Technology,Accessories,479.97,3,0.0,163.19,MI,Profit
Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Art,8.64,3,0.0,2.51,MI,Profit
Standard Class,Corporate,Orem,Utah,West,Office Supplies,Art,11.68,2,0.0,4.2,UT,Profit
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,40.78,3,0.2,0.51,PA,Profit
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,13.7,3,0.7,-9.59,PA,Loss
Standard Class,Consumer,Mesa,Arizona,West,Technology,Phones,87.8,5,0.2,32.92,AZ,Profit
Second Class,Consumer,Fayetteville,North Carolina,South,Furniture,Furnishings,77.95,3,0.2,15.59,NC,Profit
Second Class,Consumer,Fayetteville,North Carolina,South,Office Supplies,Storage,147.18,2,0.2,-29.44,NC,Loss
Second Class,Consumer,Fayetteville,North Carolina,South,Office Supplies,Paper,47.95,3,0.2,16.18,NC,Profit
First Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,250.26,6,0.0,72.58,CA,Profit
Standard Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Paper,29.6,5,0.2,9.25,CO,Profit
Standard Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Binders,1.94,2,0.7,-1.36,CO,Loss
Standard Class,Corporate,Los Angeles,California,West,Technology,Accessories,159.96,4,0.0,51.19,CA,Profit
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,59.52,3,0.0,15.48,NY,Profit
Standard Class,Corporate,New York City,New York,East,Office Supplies,Envelopes,17.48,2,0.0,8.22,NY,Profit
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,13.17,2,0.2,4.61,NY,Profit
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Appliances,40.74,3,0.0,12.22,CA,Profit
Standard Class,Corporate,Austin,Texas,Central,Furniture,Chairs,179.89,1,0.3,-2.57,TX,Loss
Standard Class,Consumer,Cleveland,Ohio,East,Office Supplies,Appliances,286.26,1,0.2,17.89,OH,Profit
Standard Class,Consumer,Cleveland,Ohio,East,Office Supplies,Storage,24.22,2,0.2,-4.84,OH,Loss
Standard Class,Consumer,Cleveland,Ohio,East,Office Supplies,Storage,331.54,3,0.2,-82.88,OH,Loss
Second Class,Home Office,New York City,New York,East,Office Supplies,Art,17.52,3,0.0,6.31,NY,Profit
Standard Class,Consumer,El Paso,Texas,Central,Office Supplies,Art,17.86,4,0.2,4.24,TX,Profit
Standard Class,Home Office,Tallahassee,Florida,South,Technology,Accessories,431.98,3,0.2,-75.6,FL,Loss
Standard Class,Home Office,Seattle,Washington,West,Furniture,Chairs,291.14,4,0.2,-25.47,WA,Loss
First Class,Home Office,Dallas,Texas,Central,Office Supplies,Envelopes,114.85,4,0.2,35.89,TX,Profit
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,10.69,2,0.2,3.74,TX,Profit
Second Class,Consumer,Springfield,Ohio,East,Office Supplies,Paper,15.23,4,0.2,5.52,OH,Profit
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Art,12.42,3,0.0,5.22,WA,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,70.37,4,0.2,26.39,NY,Profit
First Class,Consumer,Charlotte,North Carolina,South,Office Supplies,Art,12.67,9,0.2,1.43,NC,Profit
Standard Class,Consumer,Baltimore,Maryland,East,Technology,Phones,89.95,5,0.0,43.18,MD,Profit
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Paper,6.58,2,0.0,3.03,CA,Profit
Standard Class,Home Office,San Francisco,California,West,Technology,Accessories,94.99,1,0.0,28.5,CA,Profit
Second Class,Consumer,Tucson,Arizona,West,Technology,Phones,35.12,2,0.2,13.17,AZ,Profit
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,25.92,4,0.0,12.44,CA,Profit
Standard Class,Corporate,Waterbury,Connecticut,East,Office Supplies,Binders,7.96,2,0.0,3.74,CT,Profit
Standard Class,Corporate,Waterbury,Connecticut,East,Technology,Phones,566.97,3,0.0,153.08,CT,Profit
Standard Class,Corporate,Waterbury,Connecticut,East,Office Supplies,Art,9.84,3,0.0,2.85,CT,Profit
Standard Class,Home Office,Chicago,Illinois,Central,Technology,Accessories,25.49,2,0.2,4.78,IL,Profit
Second Class,Home Office,Long Beach,New York,East,Office Supplies,Fasteners,7.56,6,0.0,0.3,NY,Profit
Standard Class,Consumer,Arlington,Virginia,South,Furniture,Furnishings,60.84,3,0.0,19.47,VA,Profit
Standard Class,Consumer,Arlington,Virginia,South,Office Supplies,Storage,450.04,2,0.0,58.51,VA,Profit
Standard Class,Consumer,Arlington,Virginia,South,Office Supplies,Binders,34.6,2,0.0,16.61,VA,Profit
Standard Class,Consumer,Arlington,Virginia,South,Technology,Phones,467.97,3,0.0,140.39,VA,Profit
Standard Class,Consumer,Arlington,Virginia,South,Office Supplies,Binders,33.02,2,0.0,15.85,VA,Profit
First Class,Corporate,Jacksonville,North Carolina,South,Furniture,Furnishings,17.09,2,0.2,1.07,NC,Profit
Second Class,Corporate,Columbus,Ohio,East,Office Supplies,Art,3.01,2,0.2,0.34,OH,Profit
Standard Class,Consumer,Charlotte,North Carolina,South,Office Supplies,Paper,268.24,7,0.2,93.88,NC,Profit
Standard Class,Consumer,Charlotte,North Carolina,South,Technology,Accessories,431.16,5,0.2,107.79,NC,Profit
Second Class,Corporate,Buffalo,New York,East,Technology,Phones,43.6,4,0.0,12.21,NY,Profit
Second Class,Corporate,Buffalo,New York,East,Furniture,Furnishings,154.95,3,0.0,30.99,NY,Profit
Standard Class,Consumer,Memphis,Tennessee,South,Office Supplies,Paper,42.21,2,0.2,13.72,TN,Profit
First Class,Consumer,Plano,Texas,Central,Office Supplies,Paper,10.37,2,0.2,3.63,TX,Profit
First Class,Home Office,Salem,Oregon,West,Office Supplies,Art,2.22,1,0.2,0.56,OR,Profit
Standard Class,Consumer,Columbus,Georgia,South,Office Supplies,Envelopes,74.52,9,0.0,35.02,GA,Profit
Same Day,Corporate,Columbia,Maryland,East,Office Supplies,Art,17.52,3,0.0,5.26,MD,Profit
Same Day,Corporate,Columbia,Maryland,East,Furniture,Chairs,1779.9,5,0.0,373.78,MD,Profit
Same Day,Corporate,Columbia,Maryland,East,Office Supplies,Art,219.9,5,0.0,59.37,MD,Profit
First Class,Consumer,Portland,Oregon,West,Office Supplies,Art,7.15,3,0.2,0.72,OR,Profit
Standard Class,Consumer,Tallahassee,Florida,South,Office Supplies,Paper,26.72,5,0.2,9.35,FL,Profit
Same Day,Corporate,Riverside,California,West,Technology,Phones,1039.73,2,0.2,90.98,CA,Profit
Same Day,Corporate,Riverside,California,West,Office Supplies,Appliances,45.96,2,0.0,13.79,CA,Profit
Standard Class,Consumer,Lancaster,Ohio,East,Office Supplies,Binders,456.59,2,0.7,-304.39,OH,Loss
Standard Class,Consumer,Lancaster,Ohio,East,Technology,Machines,4499.98,5,0.7,-6599.98,OH,Loss
Standard Class,Consumer,Lancaster,Ohio,East,Technology,Accessories,59.98,3,0.2,12.0,OH,Profit
First Class,Consumer,San Francisco,California,West,Office Supplies,Envelopes,6.12,3,0.0,2.88,CA,Profit
Standard Class,Home Office,Moreno Valley,California,West,Office Supplies,Appliances,10.98,1,0.0,2.96,CA,Profit
Standard Class,Home Office,Moreno Valley,California,West,Office Supplies,Fasteners,7.86,3,0.0,3.62,CA,Profit
Standard Class,Home Office,Moreno Valley,California,West,Office Supplies,Storage,51.45,3,0.0,13.89,CA,Profit
Standard Class,Home Office,Moreno Valley,California,West,Office Supplies,Binders,37.06,3,0.2,13.9,CA,Profit
Standard Class,Consumer,Chesapeake,Virginia,South,Office Supplies,Appliances,203.92,4,0.0,55.06,VA,Profit
Standard Class,Consumer,Chesapeake,Virginia,South,Technology,Phones,29.56,4,0.0,7.98,VA,Profit
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,8.57,3,0.8,-14.57,IL,Loss
Second Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Storage,45.25,2,0.2,3.96,NC,Profit
Second Class,Corporate,Charlotte,North Carolina,South,Furniture,Tables,876.3,10,0.4,-292.1,NC,Loss
Second Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Supplies,185.38,2,0.2,-34.76,NC,Loss
Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,25.06,2,0.0,11.78,NY,Profit
First Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,2.89,1,0.8,-4.77,IL,Loss
First Class,Consumer,Chicago,Illinois,Central,Office Supplies,Fasteners,7.9,3,0.2,2.47,IL,Profit
First Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,22.61,3,0.6,-10.17,IL,Loss
First Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,30.53,8,0.2,9.54,IL,Profit
Same Day,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.84,3,0.7,-3.39,PA,Loss
Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,1.8,5,0.8,-2.88,IL,Loss
First Class,Corporate,Dallas,Texas,Central,Technology,Accessories,39.98,2,0.2,-1.5,TX,Loss
Second Class,Corporate,Las Vegas,Nevada,West,Office Supplies,Paper,32.4,5,0.0,15.88,NV,Profit
Second Class,Corporate,Las Vegas,Nevada,West,Office Supplies,Paper,97.88,2,0.0,48.94,NV,Profit
Standard Class,Consumer,Amarillo,Texas,Central,Technology,Phones,307.17,4,0.2,30.72,TX,Profit
Standard Class,Corporate,Middletown,Connecticut,East,Office Supplies,Binders,26.9,5,0.0,13.18,CT,Profit
First Class,Corporate,New York City,New York,East,Office Supplies,Envelopes,47.01,3,0.0,22.09,NY,Profit
First Class,Corporate,New York City,New York,East,Technology,Phones,469.99,1,0.0,136.3,NY,Profit
First Class,Corporate,New York City,New York,East,Furniture,Chairs,207.85,3,0.1,2.31,NY,Profit
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,324.74,3,0.2,-77.13,PA,Loss
Second Class,Consumer,Fresno,California,West,Furniture,Furnishings,40.48,2,0.0,14.57,CA,Profit
Standard Class,Home Office,Franklin,Tennessee,South,Office Supplies,Labels,12.0,4,0.2,4.2,TN,Profit
Standard Class,Home Office,Franklin,Tennessee,South,Office Supplies,Storage,720.06,4,0.2,-63.01,TN,Loss
Standard Class,Home Office,Franklin,Tennessee,South,Office Supplies,Storage,25.42,1,0.2,-4.77,TN,Loss
Standard Class,Home Office,Franklin,Tennessee,South,Office Supplies,Art,2.82,2,0.2,0.32,TN,Profit
Standard Class,Home Office,Franklin,Tennessee,South,Office Supplies,Binders,3.2,2,0.7,-2.56,TN,Loss
Standard Class,Consumer,Raleigh,North Carolina,South,Office Supplies,Binders,30.83,7,0.7,-24.66,NC,Loss
Standard Class,Consumer,Raleigh,North Carolina,South,Office Supplies,Art,47.62,3,0.2,5.95,NC,Profit
Standard Class,Consumer,Raleigh,North Carolina,South,Technology,Phones,108.78,2,0.2,10.88,NC,Profit
First Class,Consumer,Clinton,Maryland,East,Office Supplies,Paper,4.77,1,0.0,2.15,MD,Profit
First Class,Consumer,Clinton,Maryland,East,Office Supplies,Art,7.98,3,0.0,2.07,MD,Profit
First Class,Consumer,Clinton,Maryland,East,Furniture,Tables,550.43,3,0.3,-47.18,MD,Loss
First Class,Consumer,Clinton,Maryland,East,Furniture,Furnishings,10.56,6,0.0,4.65,MD,Profit
First Class,Home Office,Los Angeles,California,West,Furniture,Bookcases,1497.67,2,0.15,140.96,CA,Profit
First Class,Home Office,Los Angeles,California,West,Technology,Phones,17.52,2,0.2,-3.5,CA,Loss
Second Class,Home Office,North Las Vegas,Nevada,West,Office Supplies,Art,113.22,3,0.0,29.44,NV,Profit
Second Class,Home Office,North Las Vegas,Nevada,West,Office Supplies,Paper,35.88,6,0.0,17.58,NV,Profit
Second Class,Home Office,North Las Vegas,Nevada,West,Office Supplies,Binders,4535.98,3,0.2,1644.29,NV,Profit
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Fasteners,11.84,8,0.0,5.68,CA,Profit
Second Class,Home Office,Cranston,Rhode Island,East,Office Supplies,Storage,592.74,6,0.0,160.04,RI,Profit
Second Class,Consumer,Jackson,Tennessee,South,Office Supplies,Storage,111.67,9,0.2,6.98,TN,Profit
Standard Class,Home Office,Newark,Delaware,East,Office Supplies,Art,8.64,3,0.0,2.51,DE,Profit
Standard Class,Home Office,Newark,Delaware,East,Technology,Accessories,149.97,3,0.0,52.49,DE,Profit
Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,232.88,5,0.2,17.47,CA,Profit
Standard Class,Corporate,Rome,New York,East,Furniture,Chairs,90.88,1,0.1,15.15,NY,Profit
Standard Class,Corporate,Chicago,Illinois,Central,Technology,Phones,508.77,4,0.2,38.16,IL,Profit
Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Envelopes,9.91,3,0.2,3.22,IL,Profit
Standard Class,Corporate,San Diego,California,West,Furniture,Chairs,63.94,3,0.2,6.39,CA,Profit
Standard Class,Corporate,San Diego,California,West,Office Supplies,Art,59.52,3,0.0,15.48,CA,Profit
Standard Class,Corporate,San Diego,California,West,Technology,Phones,311.98,3,0.2,39.0,CA,Profit
Standard Class,Corporate,San Diego,California,West,Office Supplies,Binders,50.35,3,0.2,17.62,CA,Profit
Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,19.14,2,0.2,1.91,TX,Profit
Standard Class,Home Office,West Palm Beach,Florida,South,Office Supplies,Art,13.12,5,0.2,2.13,FL,Profit
Second Class,Consumer,Los Angeles,California,West,Furniture,Tables,241.57,2,0.2,-15.1,CA,Loss
Second Class,Consumer,Los Angeles,California,West,Technology,Phones,479.92,2,0.2,41.99,CA,Profit
Standard Class,Corporate,Seattle,Washington,West,Furniture,Chairs,307.14,4,0.2,-11.52,WA,Loss
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Labels,12.6,2,0.0,5.8,WA,Profit
Standard Class,Corporate,Seattle,Washington,West,Technology,Accessories,159.98,2,0.0,57.59,WA,Profit
Standard Class,Consumer,Des Moines,Iowa,Central,Office Supplies,Envelopes,6.12,3,0.0,2.88,IA,Profit
Standard Class,Consumer,Des Moines,Iowa,Central,Furniture,Tables,1184.72,4,0.0,106.62,IA,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Appliances,45.96,2,0.0,13.79,NY,Profit
Second Class,Consumer,Arlington,Virginia,South,Office Supplies,Binders,58.05,3,0.0,26.7,VA,Profit
Second Class,Consumer,Arlington,Virginia,South,Office Supplies,Paper,71.28,11,0.0,34.21,VA,Profit
Standard Class,Consumer,Pharr,Texas,Central,Furniture,Tables,124.4,4,0.3,-21.33,TX,Loss
Standard Class,Consumer,Arlington,Virginia,South,Office Supplies,Paper,154.9,5,0.0,69.7,VA,Profit
Standard Class,Consumer,Arlington,Virginia,South,Technology,Phones,1871.88,12,0.0,561.56,VA,Profit
Standard Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,16.19,2,0.6,-6.88,TX,Loss
Standard Class,Consumer,Irving,Texas,Central,Office Supplies,Storage,18.94,3,0.2,-3.79,TX,Loss
Standard Class,Consumer,Irving,Texas,Central,Office Supplies,Storage,12.67,3,0.2,-3.17,TX,Loss
Standard Class,Consumer,Irving,Texas,Central,Office Supplies,Labels,5.04,2,0.2,1.76,TX,Profit
Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Paper,8.45,2,0.2,2.96,IL,Profit
Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Appliances,20.39,2,0.8,-53.01,IL,Loss
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Paper,9.96,2,0.0,4.88,CA,Profit
